Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples
AML	ENSG00000126777.17	KTN1	ENST00000438792.6	ENST00000555573.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000100567.12	PSMA3	ENST00000216455.8	ENST00000557508.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000027075.13	PRKCH	ENST00000332981.9	ENST00000555082.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100644.16	HIF1A	ENST00000337138.8	ENST00000323441.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000100714.15	MTHFD1	ENST00000216605.12	ENST00000545908.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000185650.9	ZFP36L1	ENST00000439696.2	ENST00000555997.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100603.13	SNW1	ENST00000261531.11	ENST00000554775.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000140025.15	EFCAB11	ENST00000556609.5	ENST00000556005.1	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000198668.10	CALM1	ENST00000553542.5	ENST00000626705.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	Driver interactor	2
AML	ENSG00000015133.18	CCDC88C	ENST00000389857.10	ENST00000331194.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000090061.17	CCNK	ENST00000555049.5	ENST00000389879.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000126215.13	XRCC3	ENST00000554974.5	ENST00000554913.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASCRZ-04	Driver	2
AML	ENSG00000213145.9	CRIP1	ENST00000392531.3	ENST00000409393.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000128739.20	SNRPN	ENST00000390687.8	ENST00000346403.10	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000182117.5	NOP10	ENST00000328848.5	ENST00000557912.1	1	1	1	1	TARGET-20-PAPXRJ-04,TARGET-20-PASINN-04	Driver interactor	2
AML	ENSG00000104129.9	DNAJC17	ENST00000627802.1	ENST00000220496.8	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASINN-04	No	2
AML	ENSG00000166140.17	ZFYVE19	ENST00000299173.14	ENST00000564258.5	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000243789.10	JMJD7	ENST00000397299.8	ENST00000408047.5	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000166710.17	B2M	ENST00000561424.5	ENST00000544417.5	0	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	Driver	2
AML	ENSG00000166920.10	C15orf48	ENST00000396650.6	ENST00000344300.3	1	1	0	1	TARGET-20-PAEFGT-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000137767.13	SQRDL	ENST00000260324.11	ENST00000568606.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000069943.9	PIGB	ENST00000164305.9	ENST00000539642.5	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000255529.7	POLR2M	ENST00000299638.7	ENST00000380557.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000140299.11	BNIP2	ENST00000612191.4	ENST00000267859.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	Driver interactor	2
AML	ENSG00000138617.14	PARP16	ENST00000261888.10	ENST00000444347.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000174485.14	DENND4A	ENST00000431932.6	ENST00000443035.7	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000166938.12	DIS3L	ENST00000319212.8	ENST00000319194.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000137764.19	MAP2K5	ENST00000178640.9	ENST00000395476.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000177971.8	IMP3	ENST00000403490.2	ENST00000314852.2	1	1	0	1	TARGET-20-PADZCG-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000237550.5	UBE2Q2P6	ENST00000466501.1	ENST00000418824.3	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PANLIZ-04	No	2
AML	ENSG00000250988.7	SNHG21	ENST00000561107.5	ENST00000559366.1	0	0	0	1	TARGET-20-PARDDY-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000166716.9	ZNF592	ENST00000560079.6	ENST00000299927.4	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000140511.11	HAPLN3	ENST00000359595.7	ENST00000562889.5	1	1	1	1	TARGET-20-PAEERJ-04,TARGET-20-PASGZS-04	No	2
AML	ENSG00000140526.16	ABHD2	ENST00000352732.9	ENST00000355100.3	1	1	0	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000182511.11	FES	ENST00000328850.7	ENST00000414248.6	1	1	1	1	TARGET-20-PANLIZ-04,TARGET-20-PARUNX-04	Driver interactor	2
AML	ENSG00000103152.11	MPG	ENST00000356432.7	ENST00000397817.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000129925.10	TMEM8A	ENST00000250930.7	ENST00000431232.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000161999.11	JMJD8	ENST00000609261.5	ENST00000412368.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000103245.13	NARFL	ENST00000251588.6	ENST00000568545.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000261505.1	LA16c-358B7.3	ENST00000567829.1	ENST00000568106.1	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000095906.16	NUBP2	ENST00000262302.13	ENST00000565134.5	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000162065.11	TBC1D24	ENST00000567020.5	ENST00000293970.9	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000131652.13	THOC6	ENST00000326266.12	ENST00000575576.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000103274.10	NUBP1	ENST00000283027.9	ENST00000433392.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000183426.15	NPIPA1	ENST00000328085.10	ENST00000618714.4	1	1	1	1	TARGET-20-PAEFGT-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000213648.10	SULT1A4	ENST00000360423.11	ENST00000565290.5	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PASGZS-04	No	2
AML	ENSG00000174943.9	KCTD13	ENST00000308768.9	ENST00000561540.1	0	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000179958.8	DCTPP1	ENST00000319285.4	ENST00000567983.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000005844.17	ITGAL	ENST00000356798.10	ENST00000358164.9	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000156858.11	PRR14	ENST00000300835.8	ENST00000542965.2	1	1	0	1	TARGET-20-PADZCG-04,TARGET-20-PASCRZ-04	Driver interactor	2
AML	ENSG00000156860.15	FBRS	ENST00000356166.10	ENST00000287468.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000103496.14	STX4	ENST00000313843.7	ENST00000394998.5	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PALGKX-04	No	2
AML	ENSG00000089280.18	FUS	ENST00000380244.7	ENST00000254108.11	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	Driver interactor	2
AML	ENSG00000155330.9	C16orf87	ENST00000285697.8	ENST00000394806.6	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000187193.8	MT1X	ENST00000394485.4	ENST00000562939.1	1	1	1	1	TARGET-20-PALGKX-04,TARGET-20-PARCZL-04	No	2
AML	ENSG00000159579.13	RSPRY1	ENST00000394420.8	ENST00000537866.5	1	1	0	1	TARGET-20-PARYVW-04,TARGET-20-PASINN-04	No	2
AML	ENSG00000125166.12	GOT2	ENST00000245206.9	ENST00000434819.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000102890.14	ELMO3	ENST00000477898.5	ENST00000360833.5	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000168701.18	TMEM208	ENST00000304800.13	ENST00000565201.1	1	1	1	1	TARGET-20-PALGKX-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000270049.1	RP11-297D21.4	ENST00000602596.1	ENST00000602592.1	0	0	0	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000102974.14	CTCF	ENST00000264010.8	ENST00000401394.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000124074.11	ENKD1	ENST00000243878.8	ENST00000602644.5	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000157350.12	ST3GAL2	ENST00000342907.2	ENST00000393640.8	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000153815.16	CMIP	ENST00000537098.7	ENST00000621537.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000185324.21	CDK10	ENST00000353379.11	ENST00000505473.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000158792.15	SPATA2L	ENST00000289805.9	ENST00000335360.11	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000070366.13	SMG6	ENST00000263073.10	ENST00000354901.8	1	1	1	1	TARGET-20-PASTUH-04,TARGET-20-PATIAK-04	Driver interactor	2
AML	ENSG00000108518.7	PFN1	ENST00000225655.5	ENST00000574872.1	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	Driver interactor	2
AML	ENSG00000198920.9	KIAA0753	ENST00000361413.7	ENST00000572370.5	1	1	1	1	TARGET-20-PASGZS-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000267532.3	MIR497HG	ENST00000572453.1	ENST00000443997.1	0	0	0	1	TARGET-20-PARCZL-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000170296.9	GABARAP	ENST00000573928.1	ENST00000577035.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000170175.10	CHRNB1	ENST00000575379.1	ENST00000306071.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000129226.13	CD68	ENST00000250092.10	ENST00000380498.10	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000170004.16	CHD3	ENST00000380358.8	ENST00000358181.8	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASJGZ-04	Driver interactor	2
AML	ENSG00000170037.13	CNTROB	ENST00000563694.5	ENST00000565740.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000141030.12	COPS3	ENST00000268717.9	ENST00000539941.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000171953.15	ATPAF2	ENST00000474627.7	ENST00000585101.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PADZCG-04	No	2
AML	ENSG00000177731.15	FLII	ENST00000327031.8	ENST00000579294.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000233327.10	USP32P2	ENST00000412260.5	ENST00000508093.5	0	0	0	1	TARGET-20-PASMYS-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000124422.11	USP22	ENST00000261497.8	ENST00000537526.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000109046.14	WSB1	ENST00000348811.6	ENST00000262394.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000004142.11	POLDIP2	ENST00000540200.5	ENST00000618887.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEERJ-04	No	2
AML	ENSG00000109103.11	UNC119	ENST00000335765.8	ENST00000301032.8	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000108262.15	GIT1	ENST00000225394.7	ENST00000394869.7	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASVYA-04	Driver interactor	2
AML	ENSG00000141298.17	SSH2	ENST00000590153.1	ENST00000269033.7	1	1	1	1	TARGET-20-PARBIU-04,TARGET-20-PARCVS-04	No	2
AML	ENSG00000278845.4	MRPL45	ENST00000613675.4	ENST00000619548.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	Driver interactor	2
AML	ENSG00000275023.4	MLLT6	ENST00000621332.4	ENST00000620609.4	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	Driver interactor	2
AML	ENSG00000002834.17	LASP1	ENST00000318008.10	ENST00000435347.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000173812.10	EIF1	ENST00000591776.5	ENST00000469257.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000168256.17	NKIRAS2	ENST00000393885.8	ENST00000307641.9	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000126581.12	BECN1	ENST00000590099.5	ENST00000361523.8	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	Driver interactor	2
AML	ENSG00000131469.12	RPL27	ENST00000253788.9	ENST00000589913.5	1	1	0	1	TARGET-20-PARLVL-04,TARGET-20-PATIAK-04	Driver interactor	2
AML	ENSG00000236383.7	LINC00854	ENST00000433702.6	ENST00000427995.5	0	0	0	1	TARGET-20-PADZCG-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000161654.9	LSM12	ENST00000293406.7	ENST00000585388.1	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000030582.16	GRN	ENST00000053867.7	ENST00000589265.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000159210.9	SNF8	ENST00000290330.7	ENST00000502492.5	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000008294.20	SPAG9	ENST00000357122.8	ENST00000505279.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000239672.7	NME1	ENST00000393196.7	ENST00000336097.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARCVS-04	No	2
AML	ENSG00000181610.12	MRPS23	ENST00000578444.1	ENST00000313608.12	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000108389.9	MTMR4	ENST00000323456.9	ENST00000579925.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000141367.11	CLTC	ENST00000269122.7	ENST00000579456.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000136485.14	DCAF7	ENST00000431926.5	ENST00000614556.4	0	1	1	1	TARGET-20-PAEFGT-04,TARGET-20-PASGWH-04	Driver interactor	2
AML	ENSG00000177885.13	GRB2	ENST00000316804.9	ENST00000392564.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	Driver interactor	2
AML	ENSG00000177728.14	KIAA0195	ENST00000314256.11	ENST00000579208.5	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000092929.11	UNC13D	ENST00000207549.8	ENST00000412096.6	1	1	1	1	TARGET-20-PARBIU-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000167895.14	TMC8	ENST00000318430.9	ENST00000589691.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000108669.16	CYTH1	ENST00000361101.8	ENST00000589296.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000035862.12	TIMP2	ENST00000262768.11	ENST00000585421.5	1	1	1	1	TARGET-20-PAEFGT-04,TARGET-20-PARYVW-04	No	2
AML	ENSG00000173821.19	RNF213	ENST00000508628.6	ENST00000319921.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000169733.11	RFNG	ENST00000310496.8	ENST00000429557.7	1	1	1	1	TARGET-20-PAKERZ-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000101608.12	MYL12A	ENST00000217652.7	ENST00000580887.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000158201.9	ABHD3	ENST00000289119.6	ENST00000580981.5	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000101782.14	RIOK3	ENST00000339486.7	ENST00000581585.5	1	1	1	1	TARGET-20-PAEIKD-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000166974.12	MAPRE2	ENST00000300249.9	ENST00000538170.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000152229.18	PSTPIP2	ENST00000409746.5	ENST00000589328.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000141646.13	SMAD4	ENST00000342988.7	ENST00000398417.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000172175.12	MALT1	ENST00000345724.7	ENST00000348428.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000130856.15	ZNF236	ENST00000320610.13	ENST00000253159.12	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000129951.18	LPPR3	ENST00000520876.7	ENST00000359894.6	1	1	1	1	TARGET-20-PARUNX-04,TARGET-20-PARYVW-04	No	2
AML	ENSG00000198858.9	R3HDM4	ENST00000361574.9	ENST00000587975.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000228300.13	C19orf24	ENST00000409293.5	ENST00000469144.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000227500.9	SCAMP4	ENST00000316097.12	ENST00000409472.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000104886.9	PLEKHJ1	ENST00000326631.6	ENST00000591099.6	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000105325.13	FZR1	ENST00000395095.7	ENST00000441788.6	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000105355.8	PLIN3	ENST00000221957.8	ENST00000585479.5	1	1	1	1	TARGET-20-PARYFN-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000130255.12	RPL36	ENST00000579446.1	ENST00000347512.7	1	1	1	1	TARGET-20-PASVYA-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000174917.8	C19orf70	ENST00000309324.8	ENST00000587589.1	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000141994.15	DUS3L	ENST00000309061.11	ENST00000320699.12	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000130544.11	ZNF557	ENST00000252840.10	ENST00000414706.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000167775.10	CD320	ENST00000301458.9	ENST00000537716.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000132004.12	FBXW9	ENST00000393261.7	ENST00000587955.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000160888.6	IER2	ENST00000292433.3	ENST00000588173.1	1	1	0	1	TARGET-20-PAEFGT-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000123136.14	DDX39A	ENST00000242776.8	ENST00000454233.6	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000123143.12	PKN1	ENST00000242783.10	ENST00000342216.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000127528.5	KLF2	ENST00000248071.5	ENST00000592003.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000105085.10	MED26	ENST00000263390.7	ENST00000611692.4	1	1	1	1	TARGET-20-PALGKX-04,TARGET-20-PASGZS-04	Driver interactor	2
AML	ENSG00000130312.6	MRPL34	ENST00000602206.1	ENST00000252602.1	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000105640.12	RPL18A	ENST00000222247.9	ENST00000599898.5	1	1	1	1	TARGET-20-PARYVW-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000105669.12	COPE	ENST00000262812.8	ENST00000349893.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000105176.17	URI1	ENST00000360605.8	ENST00000392271.5	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000153885.14	KCTD15	ENST00000284006.10	ENST00000589786.5	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASVYA-04	No	2
AML	ENSG00000161265.14	U2AF1L4	ENST00000292879.9	ENST00000412391.6	1	1	1	1	TARGET-20-PARBIU-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000004777.18	ARHGAP33	ENST00000378944.9	ENST00000314737.9	1	1	1	1	TARGET-20-PAKIWK-04,TARGET-20-PASGZS-04	No	2
AML	ENSG00000196967.10	ZNF585A	ENST00000588354.1	ENST00000356958.8	1	1	1	1	TARGET-20-PAEFGT-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000130402.11	ACTN4	ENST00000252699.6	ENST00000390009.7	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASPLU-04	Driver interactor	2
AML	ENSG00000105197.10	TIMM50	ENST00000607714.5	ENST00000599794.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000188493.14	C19orf54	ENST00000378313.6	ENST00000470681.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PALGKX-04	No	2
AML	ENSG00000269858.5	EGLN2	ENST00000303961.8	ENST00000594140.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000077348.8	EXOSC5	ENST00000221233.8	ENST00000596905.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000268355.1	AC006129.1	ENST00000599770.1	ENST00000599316.1	0	0	0	1	TARGET-20-PASBBE-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000105404.10	RABAC1	ENST00000222008.10	ENST00000601891.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000105755.7	ETHE1	ENST00000292147.6	ENST00000600651.5	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PATIAK-04	No	2
AML	ENSG00000105771.13	SMG9	ENST00000601170.5	ENST00000270066.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000104856.13	RELB	ENST00000221452.12	ENST00000625761.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000170684.8	ZNF296	ENST00000303809.6	ENST00000622376.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000007047.14	MARK4	ENST00000262891.8	ENST00000620044.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000125743.10	SNRPD2	ENST00000588301.5	ENST00000585392.2	1	1	1	1	TARGET-20-PARCZL-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000105438.8	KDELR1	ENST00000330720.6	ENST00000597017.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PADZCG-04	No	2
AML	ENSG00000104805.15	NUCB1	ENST00000407032.5	ENST00000405315.8	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000104812.14	GYS1	ENST00000323798.7	ENST00000263276.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000183207.12	RUVBL2	ENST00000627972.1	ENST00000595090.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000126464.13	PRR12	ENST00000418929.6	ENST00000615927.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000204673.10	AKT1S1	ENST00000344175.9	ENST00000391834.6	1	1	0	1	TARGET-20-PADZCG-04,TARGET-20-PAEDKB-04	Driver interactor	2
AML	ENSG00000129450.8	SIGLEC9	ENST00000250360.7	ENST00000440804.7	1	1	1	1	TARGET-20-PASHYZ-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000269388.1	AC018755.16	ENST00000598755.1	ENST00000597710.1	0	0	0	1	TARGET-20-PARYFN-04,TARGET-20-PASXNR-04	No	2
