Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples	Pfam_change	Prosite_change	Functional	p_recurrent
ALL	ENSG00000153922.10	CHD1	ENST00000284049.7	ENST00000614616.4	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PAPISG-04,TARGET-10-PARMSP-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000151422.12	FER	ENST00000281092.8	ENST00000628534.1	1	1	1	1	TARGET-10-PAPNMY-04,TARGET-10-PARLAF-04,TARGET-10-PATCTI-04	Driver interactor	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000072364.12	AFF4	ENST00000265343.9	ENST00000378595.7	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PAPNNX-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000113615.12	SEC24A	ENST00000398844.6	ENST00000322887.8	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PARFTR-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000171992.12	SYNPO	ENST00000307662.4	ENST00000522122.1	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPDWT-04,TARGET-10-PARGFV-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000132912.12	DCTN4	ENST00000447998.6	ENST00000424236.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPISG-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000248544.2	CTB-47B11.3	ENST00000508443.1	ENST00000520658.1	0	0	0	1	TARGET-10-PAPIJB-04,TARGET-10-PAPZST-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000164466.12	SFXN1	ENST00000321442.9	ENST00000502393.5	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04,TARGET-10-PARAKF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000160867.14	FGFR4	ENST00000292408.8	ENST00000393648.6	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPEFH-04,TARGET-10-PATCTI-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000225051.5	HMGB3P22	ENST00000451823.2	ENST00000442010.2	0	0	0	1	TARGET-10-PAPIJB-04,TARGET-10-PAPZNK-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000124535.15	WRNIP1	ENST00000380764.1	ENST00000380773.8	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPG-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000137274.12	BPHL	ENST00000380379.9	ENST00000380375.4	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PAPZST-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000112294.12	ALDH5A1	ENST00000357578.7	ENST00000348925.2	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPNNX-04,TARGET-10-PAPZNK-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000112304.10	ACOT13	ENST00000230048.4	ENST00000537591.5	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPZST-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000219891.2	ZSCAN12P1	ENST00000529104.1	ENST00000406489.2	0	0	0	1	TARGET-10-PAPEFH-04,TARGET-10-PAPEJN-04,TARGET-10-PARMSP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000204713.10	TRIM27	ENST00000377199.3	ENST00000377194.7	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPDWT-04,TARGET-10-PAPNMY-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000137331.11	IER3	ENST00000259874.5	ENST00000376377.2	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPMVB-04,TARGET-10-PARMXF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000096433.10	ITPR3	ENST00000605930.2	ENST00000374316.9	1	1	0	1	TARGET-10-PAPNFY-04,TARGET-10-PARJSR-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000146221.9	TCTE1	ENST00000371505.4	ENST00000371504.1	1	1	1	1	TARGET-10-PANCVR-04,TARGET-10-PAPLDL-04,TARGET-10-PARGHW-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000168116.13	KIAA1586	ENST00000370733.4	ENST00000545356.5	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PARGHW-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000229862.5	RP11-505P4.7	ENST00000431108.5	ENST00000429386.1	0	0	0	1	TARGET-10-PANSHK-04,TARGET-10-PAPNMY-04,TARGET-10-PARJSR-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000085382.11	HACE1	ENST00000262903.8	ENST00000369125.6	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PARBVI-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000178409.13	BEND3	ENST00000369042.5	ENST00000429433.3	1	1	0	1	TARGET-10-PAPJHB-04,TARGET-10-PARMXF-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000111817.16	DSE	ENST00000359564.2	ENST00000331677.7	1	1	0	1	TARGET-10-PANZPJ-04,TARGET-10-PAPNMY-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000152818.18	UTRN	ENST00000367545.7	ENST00000367526.8	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPHJF-04,TARGET-10-PARMXF-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000186625.13	KATNA1	ENST00000335647.9	ENST00000367411.6	1	1	0	1	TARGET-10-PARBVI-04,TARGET-10-PARGHW-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000213073.4	RP11-288H12.3	ENST00000569097.1	ENST00000366273.3	0	0	0	1	TARGET-10-PAPDJM-04,TARGET-10-PAPSPG-04,TARGET-10-PASFXA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000164828.17	SUN1	ENST00000452783.6	ENST00000403868.5	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPG-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000164849.8	GPR146	ENST00000297468.3	ENST00000397095.2	1	1	0	1	TARGET-10-PANYYV-04,TARGET-10-PAPECF-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000106012.17	IQCE	ENST00000402050.6	ENST00000623361.3	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PARLAF-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000136238.17	RAC1	ENST00000348035.8	ENST00000356142.4	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPDJM-04,TARGET-10-PARBVI-04	Driver	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000219545.9	UMAD1	ENST00000406829.2	ENST00000471760.5	0	0	0	1	TARGET-10-PARBVI-04,TARGET-10-PARFLV-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000106524.8	ANKMY2	ENST00000306999.6	ENST00000627859.1	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPZST-04,TARGET-10-PARBVI-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000106588.10	PSMA2	ENST00000445517.1	ENST00000223321.8	1	1	1	1	TARGET-10-PAPECF-04,TARGET-10-PAPLTZ-04,TARGET-10-PATCTI-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000146733.13	PSPH	ENST00000395471.7	ENST00000275605.7	1	1	0	1	TARGET-10-PANXPE-04,TARGET-10-PAPNFY-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000105810.9	CDK6	ENST00000265734.8	ENST00000424848.2	1	1	0	1	TARGET-10-PARAKF-04,TARGET-10-PARBVI-04,TARGET-10-PARGHW-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000197037.10	ZSCAN25	ENST00000334715.7	ENST00000394152.6	1	1	0	1	TARGET-10-PAPJIB-04,TARGET-10-PAPLDL-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000214194.8	LINC00998	ENST00000397764.7	ENST00000441359.1	0	0	0	1	TARGET-10-PAPACP-04,TARGET-10-PARLAF-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000128513.14	POT1	ENST00000357628.7	ENST00000393329.5	1	1	1	1	TARGET-10-PARLAF-04,TARGET-10-PARNMF-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000146842.16	TMEM209	ENST00000397622.6	ENST00000473456.5	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPNMY-04,TARGET-10-PARAKF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000105875.13	WDR91	ENST00000354475.4	ENST00000423565.5	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPNFY-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000257093.6	KIAA1147	ENST00000536163.5	ENST00000482493.1	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPAGK-04,TARGET-10-PARAKF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000055118.14	KCNH2	ENST00000330883.8	ENST00000262186.9	1	1	1	1	TARGET-10-PARFTR-04,TARGET-10-PARIAD-04,TARGET-10-PASKAY-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000105993.14	DNAJB6	ENST00000429029.6	ENST00000262177.8	1	1	1	1	TARGET-10-PAPISG-04,TARGET-10-PARGVZ-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000130227.16	XPO7	ENST00000252512.13	ENST00000433566.8	1	1	1	1	TARGET-10-PAPLDL-04,TARGET-10-PAPRCS-04,TARGET-10-PAPZST-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000104635.13	SLC39A14	ENST00000381237.5	ENST00000359741.9	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PARXMC-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000131931.8	THAP1	ENST00000254250.7	ENST00000345117.2	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPEAB-04,TARGET-10-PARNMF-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000104442.9	ARMC1	ENST00000276569.7	ENST00000458464.3	1	1	1	1	TARGET-10-PAPNMY-04,TARGET-10-PAPZST-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000164687.10	FABP5	ENST00000297258.10	ENST00000396359.1	1	1	1	1	TARGET-10-PAPJHB-04,TARGET-10-PAPLDM-04,TARGET-10-PAPLTZ-04	No	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000085719.11	CPNE3	ENST00000517490.5	ENST00000198765.5	1	1	0	1	TARGET-10-PANSHK-04,TARGET-10-PANZPJ-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000172164.13	SNTB1	ENST00000395601.7	ENST00000517992.1	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PARGHW-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000184428.12	TOP1MT	ENST00000329245.8	ENST00000519148.5	1	1	1	1	TARGET-10-PAPMFI-04,TARGET-10-PAPNFY-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000160959.7	LRRC14	ENST00000292524.5	ENST00000529022.5	1	1	0	1	TARGET-10-PAPACP-04,TARGET-10-PAPJIB-04,TARGET-10-PAPNMY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000174038.12	C9orf131	ENST00000354479.5	ENST00000312292.5	1	1	1	1	TARGET-10-PAPEAB-04,TARGET-10-PAPNMY-04,TARGET-10-PARIAD-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000135046.13	ANXA1	ENST00000257497.10	ENST00000376911.1	1	1	0	1	TARGET-10-PANSHK-04,TARGET-10-PAPJHB-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000165029.15	ABCA1	ENST00000374736.7	ENST00000423487.6	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPSPG-04,TARGET-10-PARGHW-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000148229.12	POLE3	ENST00000374169.7	ENST00000374171.4	1	1	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPLDL-04,TARGET-10-PAPLTZ-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000136950.13	ARPC5L	ENST00000259477.6	ENST00000353214.6	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PARJSR-04,TARGET-10-PASKAY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000167106.11	FAM102A	ENST00000373084.8	ENST00000373095.5	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARJZZ-04,TARGET-10-PASKAY-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000165702.12	GFI1B	ENST00000372122.3	ENST00000372123.4	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPDWT-04,TARGET-10-PAPISG-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000169925.16	BRD3	ENST00000303407.11	ENST00000371834.6	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PAPNFY-04,TARGET-10-PAPNMY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000130559.18	CAMSAP1	ENST00000312405.10	ENST00000389532.8	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARMSP-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000165716.9	FAM69B	ENST00000371692.8	ENST00000371691.5	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPIJB-04,TARGET-10-PAPJIB-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000255585.3	RP11-188C12.2	ENST00000626603.1	ENST00000421194.3	0	0	0	1	TARGET-10-PANSHK-04,TARGET-10-PAPHJF-04,TARGET-10-PAPLTZ-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000099246.16	RAB18	ENST00000356940.10	ENST00000375802.7	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PASFXA-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000099251.14	HSD17B7P2	ENST00000494540.5	ENST00000471365.1	0	0	0	1	TARGET-10-PANSDA-04,TARGET-10-PAPLDL-04,TARGET-10-PARPRW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000239883.8	PARGP1	ENST00000440803.7	ENST00000417555.2	0	0	0	1	TARGET-10-PAPJIB-04,TARGET-10-PAPZST-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000165449.11	SLC16A9	ENST00000395347.1	ENST00000395348.7	1	1	0	1	TARGET-10-PAPEFH-04,TARGET-10-PAPPGN-04,TARGET-10-PARIAD-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000165732.12	DDX21	ENST00000354185.8	ENST00000620315.1	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPLDL-04,TARGET-10-PAPZST-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000227540.1	RP11-152N13.5	ENST00000457147.1	ENST00000457758.1	0	0	0	1	TARGET-10-PAPVTA-04,TARGET-10-PAPZST-04,TARGET-10-PARAKF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000250959.2	GLUD1P3	ENST00000507952.1	ENST00000508551.1	0	0	0	1	TARGET-10-PAPJIB-04,TARGET-10-PAPRCS-04,TARGET-10-PARPRW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000108175.16	ZMIZ1	ENST00000334512.9	ENST00000446377.3	1	1	1	1	TARGET-10-PANCVR-04,TARGET-10-PANZPJ-04,TARGET-10-PARMSP-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000138111.14	TMEM180	ENST00000238936.8	ENST00000369931.3	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPJHB-04,TARGET-10-PARBRK-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000107560.10	RAB11FIP2	ENST00000355624.7	ENST00000369199.4	1	1	1	1	TARGET-10-PANTSM-04,TARGET-10-PAPVTA-04,TARGET-10-PAPZST-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000179988.13	PSTK	ENST00000368887.7	ENST00000405485.2	1	1	0	1	TARGET-10-PAPEJN-04,TARGET-10-PAPJHB-04,TARGET-10-PAPPGN-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000246273.6	SBF2-AS1	ENST00000498905.2	ENST00000499953.6	0	0	0	1	TARGET-10-PAPAGK-04,TARGET-10-PAPNNX-04,TARGET-10-PARMSP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000110700.6	RPS13	ENST00000525634.5	ENST00000228140.6	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPZNK-04,TARGET-10-PARAKF-04	Driver interactor	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000185238.12	PRMT3	ENST00000331079.10	ENST00000437750.2	1	1	1	1	TARGET-10-PANTSM-04,TARGET-10-PAPSPN-04,TARGET-10-PARIAD-04	Driver interactor	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000157570.11	TSPAN18	ENST00000340160.7	ENST00000520358.6	1	1	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPCVZ-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000167995.15	BEST1	ENST00000449131.6	ENST00000526988.1	1	1	1	1	TARGET-10-PARGVZ-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000167770.11	OTUB1	ENST00000538426.5	ENST00000428192.6	1	1	0	1	TARGET-10-PAPHJF-04,TARGET-10-PAPZST-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000149782.11	PLCB3	ENST00000279230.10	ENST00000325234.5	1	1	1	1	TARGET-10-PAPNFY-04,TARGET-10-PARNMF-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000174165.7	ZDHHC24	ENST00000310442.4	ENST00000526986.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPJIB-04,TARGET-10-PARGVZ-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000172893.15	DHCR7	ENST00000355527.7	ENST00000407721.6	1	1	0	1	TARGET-10-PANCVR-04,TARGET-10-PAPMVB-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000159063.12	ALG8	ENST00000299626.9	ENST00000615266.4	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPJHB-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000150779.11	TIMM8B	ENST00000541231.1	ENST00000504148.2	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPACP-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000182934.11	SRPR	ENST00000332118.10	ENST00000532259.1	1	1	1	1	TARGET-10-PAPDWT-04,TARGET-10-PARAKF-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000111678.10	C12orf57	ENST00000229281.5	ENST00000544681.1	1	1	1	1	TARGET-10-PAPDUV-04,TARGET-10-PAPJIB-04,TARGET-10-PAPMFI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000213809.8	KLRK1	ENST00000240618.10	ENST00000540818.5	1	1	0	1	TARGET-10-PAPJIB-04,TARGET-10-PARGHW-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000013583.8	HEBP1	ENST00000014930.8	ENST00000536942.1	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPACP-04,TARGET-10-PAPLDM-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000183935.5	HTR7P1	ENST00000624664.1	ENST00000538670.1	0	0	0	1	TARGET-10-PAPEFH-04,TARGET-10-PARGFV-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000111348.8	ARHGDIB	ENST00000228945.8	ENST00000541546.5	1	1	0	1	TARGET-10-PAPDUV-04,TARGET-10-PAPLDL-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000004700.15	RECQL	ENST00000444129.6	ENST00000421138.6	1	1	0	1	TARGET-10-PAPAGK-04,TARGET-10-PARGHW-04,TARGET-10-PARPRW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000151233.10	GXYLT1	ENST00000398675.7	ENST00000280876.6	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPZNK-04,TARGET-10-PARAKF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000110934.10	BIN2	ENST00000615107.4	ENST00000544402.5	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PARAKF-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000063046.17	EIF4B	ENST00000262056.13	ENST00000420463.7	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPSPN-04,TARGET-10-PARPRW-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000257303.1	RP11-977G19.11	ENST00000549565.1	ENST00000549860.1	0	0	0	1	TARGET-10-PANXPE-04,TARGET-10-PAPEJN-04,TARGET-10-PAPHJF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000166888.10	STAT6	ENST00000300134.7	ENST00000538913.6	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PAPVTA-04,TARGET-10-PARBVI-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000135439.11	AGAP2	ENST00000257897.7	ENST00000547588.5	1	1	1	1	TARGET-10-PAPEFH-04,TARGET-10-PAPLDM-04,TARGET-10-PAPLTZ-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000127337.6	YEATS4	ENST00000247843.6	ENST00000548020.5	1	1	1	1	TARGET-10-PAPHJF-04,TARGET-10-PAPLTZ-04,TARGET-10-PATCTI-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000257489.6	RP11-175P13.3	ENST00000548404.6	ENST00000550096.5	0	0	0	1	TARGET-10-PARMXF-04,TARGET-10-PARNMF-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000139372.14	TDG	ENST00000392872.7	ENST00000544861.5	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPNNX-04,TARGET-10-PAPRCS-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000076555.15	ACACB	ENST00000377848.7	ENST00000338432.11	1	1	0	1	TARGET-10-PANYYV-04,TARGET-10-PAPDJM-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000111252.10	SH2B3	ENST00000341259.6	ENST00000538307.1	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPDJM-04,TARGET-10-PARGHW-04	Driver	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000089234.15	BRAP	ENST00000419234.8	ENST00000327551.6	1	1	1	1	TARGET-10-PAPLDL-04,TARGET-10-PARGHW-04,TARGET-10-PATCTI-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000179295.15	PTPN11	ENST00000351677.6	ENST00000392597.5	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PARAKF-04,TARGET-10-PARGHW-04	Driver	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000135119.14	RNFT2	ENST00000257575.8	ENST00000407967.7	1	1	1	1	TARGET-10-PANTSM-04,TARGET-10-PARGVZ-04,TARGET-10-PARMSP-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000111737.11	RAB35	ENST00000229340.9	ENST00000534951.5	1	1	1	1	TARGET-10-PAPLDL-04,TARGET-10-PARPRW-04,TARGET-10-PASFXA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000110917.7	MLEC	ENST00000228506.7	ENST00000412616.2	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPZNK-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000152520.13	PAN3	ENST00000399613.1	ENST00000380958.7	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPRCS-04,TARGET-10-PASFXA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000132952.11	USPL1	ENST00000255304.8	ENST00000614860.1	1	1	1	1	TARGET-10-PAPISG-04,TARGET-10-PAPLDL-04,TARGET-10-PARMSP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000132965.9	ALOX5AP	ENST00000380490.4	ENST00000617770.4	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PANXPE-04,TARGET-10-PARMXF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000172766.18	NAA16	ENST00000379406.7	ENST00000403412.7	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PARAKF-04,TARGET-10-PARMSP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000133106.14	EPSTI1	ENST00000313624.11	ENST00000398762.7	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PASFXA-04,TARGET-10-PASKAY-04	No	3	FALSE	FALSE	No	0.45309753864995794
